Timestamp,Wogegen sind Sie geimpft?,"Falls Sie nicht geimpft sind, weshalb nicht?",Sind Sie z.B. aufgrund von Immunsuppressiva auf eine hohe Immunität innerhalb der Bevölkerung angewiesen?,"Ich würde mich gegen Krankheiten mit hohem Infektionsrisiko, jedoch leichten Symptomen impfen lassen.","Ich würde mich gegen Krankheiten mit niedrigem Infektionsrisiko, jedoch schweren Symptomen impfen lassen.",Vor einer Impfung achte ich auf ihre Wirksamkeit.,Vor einer Impfung achte ich auf Empfehlungen meiner Ärztin bzw. meines Arztes.,Vor einer Impfung achte ich auf Empfehlungen des Gesundheitsamtes oder der Impfkommission.,"Für mich ist eine Impfung wirksam, wenn sie mein Infektionsrisiko senkt.","Für mich ist eine Impfung wirksam, wenn sie die Weitergabe des Krankheitserregers verhindert.","Für mich ist eine Impfung wirksam, wenn sie im Falle einer Infektion meine Symptome mildert.",Kurzzeitige leichte Nebenwirkungen wie Müdigkeit oder Schwindel würde ich in Kauf nehmen.,Kurzzeitige schwere Nebenwirkungen wie hohes Fieber würde ich in Kauf nehmen.,Länger andauernde Nebenwirkungen wie Müdigkeit würde ich in Kauf nehmen.,Wie viele Covid-19-Impfdosen haben Sie bereits erhalten?,"Wenn ja, wann haben Sie sich impfen lassen?","Wenn ja, aus welchem Grund haben Sie sich impfen lassen?","Sind generelle Hygienemaßnahmen (Sicherheitsabstände, Hände waschen, Lüften, persönliche Schutzmaßnahmen) Ihrer Ansicht nach bereits ausreichend wirksam?","Sind Covid-19-Maßnahmen der Regierung (Einschränkungen für Gastronomie, Veranstaltungen, Home Office) Ihrer Ansicht nach wirksam?",In welchen Bereichen vertrauen Sie der Covid-19-Impfung?,In welchen Bereichen vertrauen Sie der Covid-19-Impfung nicht?,Geschlecht,Alter,Was ist Ihre höchste abgeschlossene Schulbildung?,Welchen Beruf üben Sie aus?,Sind Sie im Gesundheitsbereich tätig?,"Wenn ja, welchen Beruf üben Sie genau aus?"
15/04/2022 16:55:26,"Masern-Mumps-Röteln, Polio, Tetanus, Hepatitis, FSME/Zeckenschutzimpfung, Grippe, Covid-19",,Nein,4,5,5,4,5,4,4,5,5,5,3,3,Zum ehestmöglichem Zeitpunkt,Um besonders gefährdete Menschen zu schützen (Herdenimmunität),3,4,Symptome im Falle einer Ansteckung,Verhinderung einer Ansteckung,weiblich,47,Hochschule/Universität,Selbstständig,Nein,
15/04/2022 17:03:40,"Masern-Mumps-Röteln, Polio, Hepatitis, Covid-19",,Nein,5,5,4,4,4,5,5,5,4,4,3,3,Zum ehestmöglichem Zeitpunkt,"Zu meinem eigenem Schutz, Um besonders gefährdete Menschen zu schützen (Herdenimmunität), Um einfacher reisen zu können",3,2,Symptome im Falle einer Ansteckung,Wahrscheinlichkeit einer Weitergabe im Falle einer Ansteckung (Infektiösität),weiblich,38,Hochschule/Universität,Angestellte/r,Nein,Verwaltungsangestellte im außeruniversitären Bereich
15/04/2022 17:04:11,"Masern-Mumps-Röteln, Polio, Tetanus, Hepatitis, Grippe, Covid-19",,Nein,5,5,3,5,2,5,5,5,5,4,3,3,Zum ehestmöglichem Zeitpunkt,"Zu meinem eigenem Schutz, Um besonders gefährdete Menschen zu schützen (Herdenimmunität)",3,5,"Verhinderung einer Ansteckung, Symptome im Falle einer Ansteckung, Wahrscheinlichkeit einer Weitergabe im Falle einer Ansteckung (Infektiösität)",Keine der genannten,männlich,52,Hochschule/Universität,Angestellte/r,Ja,Logopäde
15/04/2022 17:12:17,"Masern-Mumps-Röteln, Polio, Tetanus, Hepatitis, FSME/Zeckenschutzimpfung, Grippe, Covid-19",,Nein,5,5,5,5,4,4,4,5,2,1,1,3,Zum ehestmöglichem Zeitpunkt,Zu meinem eigenem Schutz,3,3,Symptome im Falle einer Ansteckung,"Verhinderung einer Ansteckung, Wahrscheinlichkeit einer Weitergabe im Falle einer Ansteckung (Infektiösität)",männlich,67,Matura (AHS/BHS/Abendmatura),Derzeit nicht erwerbstätig,Nein,
15/04/2022 17:15:14,"Polio, Tetanus, Covid-19",,Nein,2,5,3,3,4,4,4,5,5,5,3,3,Zum ehestmöglichem Zeitpunkt,"Zu meinem eigenem Schutz, Um besonders gefährdete Menschen zu schützen (Herdenimmunität)",2,2,"Symptome im Falle einer Ansteckung, Wahrscheinlichkeit einer Weitergabe im Falle einer Ansteckung (Infektiösität)",Verhinderung einer Ansteckung,weiblich,52,Matura (AHS/BHS/Abendmatura),Leitende/r Angestellte/r,Nein,
15/04/2022 17:21:25,"Polio, Tetanus, Hepatitis, FSME/Zeckenschutzimpfung, Grippe, Covid-19",,Nein,5,5,4,4,4,5,5,5,5,4,4,3,Zum ehestmöglichem Zeitpunkt,"Zu meinem eigenem Schutz, Um besonders gefährdete Menschen zu schützen (Herdenimmunität)",3,3,Symptome im Falle einer Ansteckung,"Verhinderung einer Ansteckung, Wahrscheinlichkeit einer Weitergabe im Falle einer Ansteckung (Infektiösität)",weiblich,49,Hochschule/Universität,Angestellte/r,Nein,
15/04/2022 17:24:38,"Masern-Mumps-Röteln, Polio, Tetanus, Hepatitis, FSME/Zeckenschutzimpfung, Grippe, Covid-19",,Nein,5,5,3,4,2,5,4,5,5,3,3,3,Zum ehestmöglichem Zeitpunkt,Zu meinem eigenem Schutz,1,5,"Verhinderung einer Ansteckung, Symptome im Falle einer Ansteckung, Wahrscheinlichkeit einer Weitergabe im Falle einer Ansteckung (Infektiösität)",Keine der genannten,männlich,67,Hochschule/Universität,Derzeit nicht erwerbstätig,Nein,
15/04/2022 17:28:06,"Masern-Mumps-Röteln, Polio, Tetanus, Hepatitis, FSME/Zeckenschutzimpfung, Grippe, Covid-19",,Nein,5,4,4,4,3,4,5,4,5,4,3,3,Zum ehestmöglichem Zeitpunkt,Um besonders gefährdete Menschen zu schützen (Herdenimmunität),2,4,"Symptome im Falle einer Ansteckung, Wahrscheinlichkeit einer Weitergabe im Falle einer Ansteckung (Infektiösität)","Verhinderung einer Ansteckung, Wahrscheinlichkeit einer Weitergabe im Falle einer Ansteckung (Infektiösität)",weiblich,60,Matura (AHS/BHS/Abendmatura),Derzeit nicht erwerbstätig,Nein,
15/04/2022 17:47:12,"Polio, Tetanus, Grippe, Covid-19, Ich weiß es nicht/Ich bin mir nicht sicher",,Nein,3,5,4,5,5,3,4,5,5,4,3,3,Zum ehestmöglichem Zeitpunkt,"Zu meinem eigenem Schutz, Um besonders gefährdete Menschen zu schützen (Herdenimmunität)",3,4,"Symptome im Falle einer Ansteckung, Wahrscheinlichkeit einer Weitergabe im Falle einer Ansteckung (Infektiösität)",Verhinderung einer Ansteckung,weiblich,58,Matura (AHS/BHS/Abendmatura),Angestellte/r,Ja,Administration Gemeinschaftspraxis
15/04/2022 17:54:05,"Masern-Mumps-Röteln, Polio, Tetanus, Hepatitis, FSME/Zeckenschutzimpfung, Covid-19",,Nein,4,5,5,4,3,5,5,5,5,4,3,3,Zum ehestmöglichem Zeitpunkt,"Zu meinem eigenem Schutz, Um besonders gefährdete Menschen zu schützen (Herdenimmunität)",2,3,"Verhinderung einer Ansteckung, Symptome im Falle einer Ansteckung, Wahrscheinlichkeit einer Weitergabe im Falle einer Ansteckung (Infektiösität)",Keine der genannten,männlich,41,Hochschule/Universität,Selbstständig,Nein,
15/04/2022 18:00:54,"Masern-Mumps-Röteln, Polio, Tetanus, Hepatitis, FSME/Zeckenschutzimpfung, Grippe, Covid-19",,Nein,3,5,4,5,4,5,5,5,5,3,3,3,Zum ehestmöglichem Zeitpunkt,"Zu meinem eigenem Schutz, Um besonders gefährdete Menschen zu schützen (Herdenimmunität)",2,2,"Verhinderung einer Ansteckung, Symptome im Falle einer Ansteckung, Wahrscheinlichkeit einer Weitergabe im Falle einer Ansteckung (Infektiösität)",Keine der genannten,männlich,54,Hochschule/Universität,Angestellte/r,Nein,
15/04/2022 18:01:01,"Polio, Tetanus, Hepatitis, FSME/Zeckenschutzimpfung, Grippe, Covid-19",,Nein,3,5,5,5,4,5,5,5,5,4,4,3,Zum ehestmöglichem Zeitpunkt,"Zu meinem eigenem Schutz, Um besonders gefährdete Menschen zu schützen (Herdenimmunität)",3,5,"Symptome im Falle einer Ansteckung, Wahrscheinlichkeit einer Weitergabe im Falle einer Ansteckung (Infektiösität)",Verhinderung einer Ansteckung,weiblich,61,Matura (AHS/BHS/Abendmatura),Angestellte/r,Nein,Controlling
15/04/2022 18:04:35,"Masern-Mumps-Röteln, Polio, Tetanus, Hepatitis, FSME/Zeckenschutzimpfung, Covid-19",,Nein,3,3,5,3,4,5,3,5,3,3,1,3,Zum ehestmöglichem Zeitpunkt,Zu meinem eigenem Schutz,2,3,"Symptome im Falle einer Ansteckung, Wahrscheinlichkeit einer Weitergabe im Falle einer Ansteckung (Infektiösität)",Verhinderung einer Ansteckung,männlich,50,Hochschule/Universität,Angestellte/r,Nein,
15/04/2022 18:05:06,"Polio, Tetanus, FSME/Zeckenschutzimpfung, Grippe, Covid-19",,Nein,4,5,4,2,5,5,5,5,4,3,3,3,Zum ehestmöglichem Zeitpunkt,"Zu meinem eigenem Schutz, Um besonders gefährdete Menschen zu schützen (Herdenimmunität)",3,3,"Symptome im Falle einer Ansteckung, Wahrscheinlichkeit einer Weitergabe im Falle einer Ansteckung (Infektiösität)","Verhinderung einer Ansteckung, Symptome im Falle einer Ansteckung, Wahrscheinlichkeit einer Weitergabe im Falle einer Ansteckung (Infektiösität)",männlich,67,Hochschule/Universität,Derzeit nicht erwerbstätig,Nein,"Pension, vorher Hochschullehrer"
15/04/2022 18:06:28,"Polio, Tetanus, Hepatitis, FSME/Zeckenschutzimpfung, Covid-19",,Nein,3,4,5,4,4,4,5,4,5,5,2,3,Zum ehestmöglichem Zeitpunkt,"Zu meinem eigenem Schutz, Um besonders gefährdete Menschen zu schützen (Herdenimmunität)",3,3,"Verhinderung einer Ansteckung, Symptome im Falle einer Ansteckung, Wahrscheinlichkeit einer Weitergabe im Falle einer Ansteckung (Infektiösität)",Keine der genannten,weiblich,50,Matura (AHS/BHS/Abendmatura),Angestellte/r,Nein,
15/04/2022 18:10:53,"Masern-Mumps-Röteln, Tetanus, FSME/Zeckenschutzimpfung, Grippe, Covid-19",,Nein,5,5,5,4,4,4,4,4,5,3,2,3,Zum ehestmöglichem Zeitpunkt,"Zu meinem eigenem Schutz, Um besonders gefährdete Menschen zu schützen (Herdenimmunität)",1,1,Wahrscheinlichkeit einer Weitergabe im Falle einer Ansteckung (Infektiösität),"Verhinderung einer Ansteckung, Symptome im Falle einer Ansteckung",weiblich,40,Hochschule/Universität,Leitende/r Angestellte/r,Nein,Universitätsprofessorin
15/04/2022 18:18:03,"Masern-Mumps-Röteln, Polio, Tetanus, Hepatitis, FSME/Zeckenschutzimpfung, Covid-19",,Nein,3,4,5,4,3,4,4,4,4,2,2,3,Zum ehestmöglichem Zeitpunkt,"Zu meinem eigenem Schutz, Um besonders gefährdete Menschen zu schützen (Herdenimmunität)",1,2,"Symptome im Falle einer Ansteckung, Wahrscheinlichkeit einer Weitergabe im Falle einer Ansteckung (Infektiösität)",Keine der genannten,männlich,45,Lehre,Angestellte/r,Nein,
15/04/2022 18:18:30,"Masern-Mumps-Röteln, Polio, Tetanus, Hepatitis, FSME/Zeckenschutzimpfung, Grippe, Covid-19",,Nein,5,5,5,4,2,5,5,4,5,5,3,3,Zum ehestmöglichem Zeitpunkt,"Zu meinem eigenem Schutz, Um besonders gefährdete Menschen zu schützen (Herdenimmunität)",1,1,"Verhinderung einer Ansteckung, Symptome im Falle einer Ansteckung, Wahrscheinlichkeit einer Weitergabe im Falle einer Ansteckung (Infektiösität)",Keine der genannten,männlich,45,Hochschule/Universität,Selbstständig,Nein,
15/04/2022 18:18:30,"Polio, Tetanus, FSME/Zeckenschutzimpfung, Covid-19",,Nein,3,4,5,4,4,4,1,5,5,5,4,3,"Nach ein paar Wochen, als bereits einige Freunde und Bekannte geimpft waren","Zu meinem eigenem Schutz, Um besonders gefährdete Menschen zu schützen (Herdenimmunität)",1,4,"Symptome im Falle einer Ansteckung, Wahrscheinlichkeit einer Weitergabe im Falle einer Ansteckung (Infektiösität)",Verhinderung einer Ansteckung,männlich,45,Matura (AHS/BHS/Abendmatura),Angestellte/r,Nein,
15/04/2022 18:20:42,"Masern-Mumps-Röteln, Polio, Tetanus, FSME/Zeckenschutzimpfung, Grippe, Covid-19",,Nein,3,3,2,5,3,4,2,3,4,4,3,3,Zum ehestmöglichem Zeitpunkt,Zu meinem eigenem Schutz,2,3,Keine der genannten,"Verhinderung einer Ansteckung, Symptome im Falle einer Ansteckung, Wahrscheinlichkeit einer Weitergabe im Falle einer Ansteckung (Infektiösität)",männlich,44,Hochschule/Universität,Angestellte/r,Nein,
15/04/2022 18:29:58,"Polio, Hepatitis, FSME/Zeckenschutzimpfung, Grippe, Covid-19",,Nein,5,4,4,5,5,5,5,5,5,4,3,3,Zum ehestmöglichem Zeitpunkt,Zu meinem eigenem Schutz,2,4,"Symptome im Falle einer Ansteckung, Wahrscheinlichkeit einer Weitergabe im Falle einer Ansteckung (Infektiösität)",Verhinderung einer Ansteckung,weiblich,50,Matura (AHS/BHS/Abendmatura),Leitende/r Angestellte/r,Nein,
15/04/2022 18:29:59,"Masern-Mumps-Röteln, Polio, Tetanus, Hepatitis, FSME/Zeckenschutzimpfung, Grippe, Covid-19",,Nein,5,5,5,5,4,4,5,4,5,4,4,3,Zum ehestmöglichem Zeitpunkt,"Zu meinem eigenem Schutz, Um besonders gefährdete Menschen zu schützen (Herdenimmunität)",3,4,Wahrscheinlichkeit einer Weitergabe im Falle einer Ansteckung (Infektiösität),"Verhinderung einer Ansteckung, Symptome im Falle einer Ansteckung",weiblich,58,Hochschule/Universität,Angestellte/r,Nein,
15/04/2022 18:35:42,"Masern-Mumps-Röteln, Polio, Covid-19",,Ja,2,5,3,4,3,2,4,5,2,1,2,2,Mit der Einführung von 2G in der Gastronomie und im Handel,Um einfacher reisen zu können,4,4,Keine der genannten,Keine der genannten,weiblich,70,Berufsbildende Mittlere Schule (Fach-/Handelsschule),Derzeit nicht erwerbstätig,Nein,
15/04/2022 18:46:12,"Masern-Mumps-Röteln, Polio, Tetanus, Hepatitis, Covid-19",,Nein,4,5,4,3,4,4,3,4,5,4,4,3,Zum ehestmöglichem Zeitpunkt,"Zu meinem eigenem Schutz, Um besonders gefährdete Menschen zu schützen (Herdenimmunität)",3,4,"Verhinderung einer Ansteckung, Symptome im Falle einer Ansteckung, Wahrscheinlichkeit einer Weitergabe im Falle einer Ansteckung (Infektiösität)",Keine der genannten,männlich,36,Hochschule/Universität,Leitende/r Angestellte/r,Ja,Arzt
15/04/2022 18:49:05,"Masern-Mumps-Röteln, Polio, Tetanus, FSME/Zeckenschutzimpfung, Grippe, Covid-19",,Nein,5,3,4,5,2,5,4,5,5,3,4,3,Zum ehestmöglichem Zeitpunkt,"Zu meinem eigenem Schutz, Aufgrund der 2G/3G-Pflicht in Gastronomie und Handel, Um einfacher reisen zu können",4,4,"Symptome im Falle einer Ansteckung, Wahrscheinlichkeit einer Weitergabe im Falle einer Ansteckung (Infektiösität)",Verhinderung einer Ansteckung,männlich,62,Matura (AHS/BHS/Abendmatura),Angestellte/r,Nein,
15/04/2022 18:51:24,"Masern-Mumps-Röteln, Polio, Tetanus, Hepatitis, FSME/Zeckenschutzimpfung, Grippe, Covid-19",,Nein,5,5,4,4,4,5,5,5,5,5,4,3,Zum ehestmöglichem Zeitpunkt,"Zu meinem eigenem Schutz, Um besonders gefährdete Menschen zu schützen (Herdenimmunität), Um einfacher reisen zu können",3,2,"Verhinderung einer Ansteckung, Symptome im Falle einer Ansteckung, Wahrscheinlichkeit einer Weitergabe im Falle einer Ansteckung (Infektiösität)",Keine der genannten,männlich,56,Hochschule/Universität,Angestellte/r,Nein,
15/04/2022 18:53:54,"Masern-Mumps-Röteln, Polio, Tetanus, Hepatitis, FSME/Zeckenschutzimpfung, Covid-19",,Nein,2,4,4,4,4,5,3,4,3,1,1,3,"Nach ein paar Wochen, als bereits einige Freunde und Bekannte geimpft waren","Zu meinem eigenem Schutz, Um besonders gefährdete Menschen zu schützen (Herdenimmunität)",3,3,Symptome im Falle einer Ansteckung,Wahrscheinlichkeit einer Weitergabe im Falle einer Ansteckung (Infektiösität),weiblich,59,Berufsbildende Mittlere Schule (Fach-/Handelsschule),Angestellte/r,Nein,
15/04/2022 19:08:02,"Polio, Tetanus, FSME/Zeckenschutzimpfung, Covid-19",,Nein,5,5,5,5,5,2,5,5,4,4,4,3,Zum ehestmöglichem Zeitpunkt,Zu meinem eigenem Schutz,3,5,Verhinderung einer Ansteckung,Wahrscheinlichkeit einer Weitergabe im Falle einer Ansteckung (Infektiösität),männlich,62,Berufsbildende Mittlere Schule (Fach-/Handelsschule),Angestellte/r,Nein,"Logisitik, Sped.Kfm"
15/04/2022 19:08:07,"Masern-Mumps-Röteln, Tetanus, Hepatitis, Covid-19",,Nein,2,5,2,5,4,5,5,4,5,5,3,2,"Nach ein paar Wochen, als bereits einige Freunde und Bekannte geimpft waren",Zu meinem eigenem Schutz,1,1,Keine der genannten,"Verhinderung einer Ansteckung, Wahrscheinlichkeit einer Weitergabe im Falle einer Ansteckung (Infektiösität)",weiblich,40,Hochschule/Universität,Derzeit nicht erwerbstätig,Nein,
15/04/2022 19:21:09,"Masern-Mumps-Röteln, Polio, Tetanus, Hepatitis, FSME/Zeckenschutzimpfung, Grippe, Covid-19",,Nein,5,5,3,4,4,5,5,5,4,4,3,3,Zum ehestmöglichem Zeitpunkt,"Zu meinem eigenem Schutz, Um besonders gefährdete Menschen zu schützen (Herdenimmunität)",3,4,"Verhinderung einer Ansteckung, Symptome im Falle einer Ansteckung, Wahrscheinlichkeit einer Weitergabe im Falle einer Ansteckung (Infektiösität)",Keine der genannten,weiblich,44,Hochschule/Universität,Leitende/r Angestellte/r,Ja,Biochemikerin
15/04/2022 19:23:10,"Masern-Mumps-Röteln, FSME/Zeckenschutzimpfung, Grippe, Covid-19",,Nein,5,5,3,2,5,5,3,3,5,3,2,3,Zum ehestmöglichem Zeitpunkt,"Zu meinem eigenem Schutz, Um besonders gefährdete Menschen zu schützen (Herdenimmunität)",3,3,"Symptome im Falle einer Ansteckung, Wahrscheinlichkeit einer Weitergabe im Falle einer Ansteckung (Infektiösität)",Wahrscheinlichkeit einer Weitergabe im Falle einer Ansteckung (Infektiösität),weiblich,51,Lehre,Angestellte/r,Nein,Kfm Angestellte
15/04/2022 19:29:02,"Polio, Tetanus, Hepatitis, FSME/Zeckenschutzimpfung, Grippe, Covid-19",Aus gesundheitsbedingten Gründen,Nein,5,5,4,4,4,5,5,5,5,4,4,3,Zum ehestmöglichem Zeitpunkt,"Zu meinem eigenem Schutz, Um besonders gefährdete Menschen zu schützen (Herdenimmunität)",2,4,"Verhinderung einer Ansteckung, Symptome im Falle einer Ansteckung, Wahrscheinlichkeit einer Weitergabe im Falle einer Ansteckung (Infektiösität)",Keine der genannten,weiblich,52,Hochschule/Universität,Selbstständig,Nein,
15/04/2022 19:36:10,"Masern-Mumps-Röteln, Tetanus, FSME/Zeckenschutzimpfung",,Nein,1,3,5,1,1,3,5,4,4,4,1,keine,,,1,1,Keine der genannten,"Verhinderung einer Ansteckung, Symptome im Falle einer Ansteckung, Wahrscheinlichkeit einer Weitergabe im Falle einer Ansteckung (Infektiösität)",weiblich,35,Hochschule/Universität,Angestellte/r,Ja,Sozialpädagogin und Therapeutin
15/04/2022 19:36:21,"Masern-Mumps-Röteln, Polio, Tetanus, Hepatitis, FSME/Zeckenschutzimpfung, Covid-19",,Nein,3,3,4,2,4,3,4,3,5,4,3,3,Zum ehestmöglichem Zeitpunkt,"Zu meinem eigenem Schutz, Um besonders gefährdete Menschen zu schützen (Herdenimmunität)",3,4,"Symptome im Falle einer Ansteckung, Wahrscheinlichkeit einer Weitergabe im Falle einer Ansteckung (Infektiösität)",Verhinderung einer Ansteckung,weiblich,62,Matura (AHS/BHS/Abendmatura),Derzeit nicht erwerbstätig,Nein,
15/04/2022 19:41:45,"Masern-Mumps-Röteln, Polio, Tetanus, Hepatitis, FSME/Zeckenschutzimpfung, Covid-19",,Nein,5,5,3,5,5,5,5,5,5,3,2,3,Zum ehestmöglichem Zeitpunkt,"Zu meinem eigenem Schutz, Um besonders gefährdete Menschen zu schützen (Herdenimmunität)",2,4,"Symptome im Falle einer Ansteckung, Wahrscheinlichkeit einer Weitergabe im Falle einer Ansteckung (Infektiösität)",Verhinderung einer Ansteckung,weiblich,35,Hochschule/Universität,Leitende/r Angestellte/r,Nein,Personalentwicklung
15/04/2022 19:46:31,"Masern-Mumps-Röteln, Polio, Tetanus, Hepatitis, FSME/Zeckenschutzimpfung, Grippe, Covid-19",,Nein,5,5,2,2,5,5,5,5,5,3,3,3,Zum ehestmöglichem Zeitpunkt,"Zu meinem eigenem Schutz, Um besonders gefährdete Menschen zu schützen (Herdenimmunität)",1,1,Symptome im Falle einer Ansteckung,Keine der genannten,männlich,46,Hochschule/Universität,Selbstständig,Nein,
15/04/2022 19:46:53,"Masern-Mumps-Röteln, Polio, Tetanus, Hepatitis, Covid-19",,Nein,2,4,4,3,2,5,5,5,5,5,3,3,"Nach ein paar Wochen, als bereits einige Freunde und Bekannte geimpft waren",Um einfacher reisen zu können,4,3,Keine der genannten,Verhinderung einer Ansteckung,weiblich,44,Hochschule/Universität,Angestellte/r,Nein,
15/04/2022 19:49:07,"Masern-Mumps-Röteln, Polio, Tetanus, FSME/Zeckenschutzimpfung, Covid-19",Ich bin Impfungen gegenüber generell vorsichtig eingestellt,Nein,4,4,4,4,2,4,5,5,5,4,3,2,Zum ehestmöglichem Zeitpunkt,Zu meinem eigenem Schutz,3,2,Wahrscheinlichkeit einer Weitergabe im Falle einer Ansteckung (Infektiösität),Verhinderung einer Ansteckung,männlich,55,Berufsbildende Mittlere Schule (Fach-/Handelsschule),Derzeit nicht erwerbstätig,Nein,
15/04/2022 19:49:16,"Masern-Mumps-Röteln, Polio, Tetanus, Covid-19",,Nein,1,3,4,5,5,4,4,5,3,2,1,3,"Nach ein paar Wochen, als bereits einige Freunde und Bekannte geimpft waren",Zu meinem eigenem Schutz,4,3,Symptome im Falle einer Ansteckung,"Verhinderung einer Ansteckung, Wahrscheinlichkeit einer Weitergabe im Falle einer Ansteckung (Infektiösität)",weiblich,55,Hochschule/Universität,Angestellte/r,Nein,
15/04/2022 19:52:37,"Hepatitis, Covid-19, Ich weiß es nicht/Ich bin mir nicht sicher",,Nein,4,4,5,5,5,5,5,5,5,4,3,3,Zum ehestmöglichem Zeitpunkt,"Zu meinem eigenem Schutz, Um besonders gefährdete Menschen zu schützen (Herdenimmunität), Aufgrund der 3G-Pflicht am Arbeitsplatz, Aufgrund der 2G/3G-Pflicht in Gastronomie und Handel",4,3,"Symptome im Falle einer Ansteckung, Wahrscheinlichkeit einer Weitergabe im Falle einer Ansteckung (Infektiösität)",Verhinderung einer Ansteckung,weiblich,52,Matura (AHS/BHS/Abendmatura),Angestellte/r,Nein,
15/04/2022 19:53:56,"Masern-Mumps-Röteln, Polio, Hepatitis, FSME/Zeckenschutzimpfung",,Nein,2,4,4,3,1,2,4,4,2,1,1,keine,,,4,4,Keine der genannten,"Verhinderung einer Ansteckung, Symptome im Falle einer Ansteckung, Wahrscheinlichkeit einer Weitergabe im Falle einer Ansteckung (Infektiösität)",weiblich,23,Matura (AHS/BHS/Abendmatura),Angestellte/r,Nein,
15/04/2022 19:55:03,"Masern-Mumps-Röteln, Polio, Tetanus, Hepatitis, FSME/Zeckenschutzimpfung, Covid-19",,Nein,1,1,5,5,1,5,5,5,5,5,1,3,Mit der Einführung von 3G am Arbeitsplatz,Aufgrund der 3G-Pflicht am Arbeitsplatz,3,3,Symptome im Falle einer Ansteckung,Verhinderung einer Ansteckung,weiblich,52,Lehre,Angestellte/r,Nein,Kindergarten Assistentin 
15/04/2022 19:56:45,"Polio, Tetanus, Hepatitis, Grippe, Covid-19",,Ja,5,2,4,5,5,5,5,5,5,5,2,3,Zum ehestmöglichem Zeitpunkt,"Zu meinem eigenem Schutz, Um besonders gefährdete Menschen zu schützen (Herdenimmunität)",1,2,Symptome im Falle einer Ansteckung,"Verhinderung einer Ansteckung, Wahrscheinlichkeit einer Weitergabe im Falle einer Ansteckung (Infektiösität)",männlich,56,Hochschule/Universität,Derzeit nicht erwerbstätig,Nein,
15/04/2022 20:00:13,"Masern-Mumps-Röteln, Polio, Tetanus, Hepatitis, FSME/Zeckenschutzimpfung, Covid-19",,Nein,3,4,5,5,3,4,4,5,5,1,1,3,"Nach ein paar Wochen, als bereits einige Freunde und Bekannte geimpft waren","Zu meinem eigenem Schutz, Um besonders gefährdete Menschen zu schützen (Herdenimmunität)",3,2,"Symptome im Falle einer Ansteckung, Wahrscheinlichkeit einer Weitergabe im Falle einer Ansteckung (Infektiösität)",Verhinderung einer Ansteckung,weiblich,18,noch keinen Abschluss,In Ausbildung (Schule/Lehre/Studium),Nein,
15/04/2022 20:04:46,"Masern-Mumps-Röteln, Polio, Tetanus, Hepatitis, FSME/Zeckenschutzimpfung, Covid-19",,Nein,2,4,5,5,5,4,4,3,4,3,2,3,"Nach ein paar Wochen, aber aus dem Bekannten- und Familienkreis war ich der/die Erste",Zu meinem eigenem Schutz,2,4,"Verhinderung einer Ansteckung, Symptome im Falle einer Ansteckung",Wahrscheinlichkeit einer Weitergabe im Falle einer Ansteckung (Infektiösität),weiblich,46,Matura (AHS/BHS/Abendmatura),Leitende/r Angestellte/r,Nein,
15/04/2022 20:07:11,"Polio, Tetanus, Hepatitis, Covid-19",,Nein,1,3,4,1,3,3,3,3,4,2,1,2,Mit der Einführung von 2G in der Gastronomie und im Handel,Um einfacher reisen zu können,4,2,Wahrscheinlichkeit einer Weitergabe im Falle einer Ansteckung (Infektiösität),Verhinderung einer Ansteckung,männlich,56,Berufsbildende Mittlere Schule (Fach-/Handelsschule),Selbstständig,Nein,
15/04/2022 20:07:48,"Masern-Mumps-Röteln, Polio, Tetanus, Hepatitis, FSME/Zeckenschutzimpfung, Covid-19",,Nein,1,1,4,3,3,3,3,4,4,2,3,3,Zum ehestmöglichem Zeitpunkt,Zu meinem eigenem Schutz,3,3,Symptome im Falle einer Ansteckung,"Verhinderung einer Ansteckung, Wahrscheinlichkeit einer Weitergabe im Falle einer Ansteckung (Infektiösität)",männlich,49,Lehre,Leitende/r Angestellte/r,Nein,Justizwachebeamter
15/04/2022 20:16:26,"Polio, Tetanus, Hepatitis, FSME/Zeckenschutzimpfung, Covid-19",,Nein,3,4,5,4,3,4,5,5,5,3,2,3,Zum ehestmöglichem Zeitpunkt,"Zu meinem eigenem Schutz, Um besonders gefährdete Menschen zu schützen (Herdenimmunität), Aufgrund der 3G-Pflicht am Arbeitsplatz, Aufgrund der 2G/3G-Pflicht in Gastronomie und Handel, Um einfacher reisen zu können",3,4,Symptome im Falle einer Ansteckung,"Verhinderung einer Ansteckung, Wahrscheinlichkeit einer Weitergabe im Falle einer Ansteckung (Infektiösität)",weiblich,34,Berufsbildende Mittlere Schule (Fach-/Handelsschule),Angestellte/r,Nein,
15/04/2022 20:16:33,"Polio, Tetanus, Hepatitis, FSME/Zeckenschutzimpfung, Covid-19",,Nein,5,5,5,5,1,5,5,5,5,5,5,3,Zum ehestmöglichem Zeitpunkt,Zu meinem eigenem Schutz,5,3,"Verhinderung einer Ansteckung, Symptome im Falle einer Ansteckung, Wahrscheinlichkeit einer Weitergabe im Falle einer Ansteckung (Infektiösität)",Keine der genannten,weiblich,63,Hochschule/Universität,Selbstständig,Nein,Gerichtssachverständige
